TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_NM_ENG,ITM_ID,UNIT_NM,ORG_ID,UNIT_NM_ENG,C1_OBJ_NM,C1_OBJ_NM_ENG,C2_OBJ_NM,C2_OBJ_NM_ENG,DT,PRD_SE,C2,C1,C1_NM,C2_NM,C1_NM_ENG,C2_NM_ENG
녹지율(시도/시/군/구),2020,DT_1YL202105E,면적,Area,16315T2009_046,㎡,101,㎡,소재지(시군구)별,By Si Gun Gu,용도지역별,By Use District,12622450518,A,15315JYB005,15315SGG00,전국,녹지지역,Subtotal,Green Zone
녹지율(시도/시/군/구),2020,DT_1YL202105E,면적,Area,16315T2009_046,㎡,101,㎡,소재지(시군구)별,By Si Gun Gu,용도지역별,By Use District,234367642,A,15315JYB005,15315SGG01,서울특별시,녹지지역,Seoul,Green Zone
녹지율(시도/시/군/구),2020,DT_1YL202105E,면적,Area,16315T2009_046,㎡,101,㎡,소재지(시군구)별,By Si Gun Gu,용도지역별,By Use District,11204384,A,15315JYB005,15315SGG0101,종로구,녹지지역,Jongno-gu,Green Zone
녹지율(시도/시/군/구),2020,DT_1YL202105E,면적,Area,16315T2009_046,㎡,101,㎡,소재지(시군구)별,By Si Gun Gu,용도지역별,By Use District,25135,A,15315JYB005,15315SGG0102,중구,녹지지역,Jung-gu,Green Zone
녹지율(시도/시/군/구),2020,DT_1YL202105E,면적,Area,16315T2009_046,㎡,101,㎡,소재지(시군구)별,By Si Gun Gu,용도지역별,By Use District,8975262,A,15315JYB005,15315SGG0103,용산구,녹지지역,Yongsan-gu,Green Zone
녹지율(시도/시/군/구),2020,DT_1YL202105E,면적,Area,16315T2009_046,㎡,101,㎡,소재지(시군구)별,By Si Gun Gu,용도지역별,By Use District,4332406,A,15315JYB005,15315SGG0104,성동구,녹지지역,Seong-dong,Green Zone
녹지율(시도/시/군/구),2020,DT_1YL202105E,면적,Area,16315T2009_046,㎡,101,㎡,소재지(시군구)별,By Si Gun Gu,용도지역별,By Use District,5274873,A,15315JYB005,15315SGG0105,광진구,녹지지역,Gwangjin-gu,Green Zone
녹지율(시도/시/군/구),2020,DT_1YL202105E,면적,Area,16315T2009_046,㎡,101,㎡,소재지(시군구)별,By Si Gun Gu,용도지역별,By Use District,383081,A,15315JYB005,15315SGG0106,동대문구,녹지지역,dongdaemun-gu,Green Zone
녹지율(시도/시/군/구),2020,DT_1YL202105E,면적,Area,16315T2009_046,㎡,101,㎡,소재지(시군구)별,By Si Gun Gu,용도지역별,By Use District,7352187,A,15315JYB005,15315SGG0107,중랑구,녹지지역,Jungnang-gu,Green Zone
녹지율(시도/시/군/구),2020,DT_1YL202105E,면적,Area,16315T2009_046,㎡,101,㎡,소재지(시군구)별,By Si Gun Gu,용도지역별,By Use District,6432862,A,15315JYB005,15315SGG0108,성북구,녹지지역,Seongbuk-gu,Green Zone
녹지율(시도/시/군/구),2020,DT_1YL202105E,면적,Area,16315T2009_046,㎡,101,㎡,소재지(시군구)별,By Si Gun Gu,용도지역별,By Use District,12384780,A,15315JYB005,15315SGG0109,강북구,녹지지역,Gangbuk-gu,Green Zone
